year,lga,state,fpi_score,annual_rainfall_mm,population_exposed_thousands
2018,Ile Oluji/Okeigbo,Ondo,7.05320608,623,120
2018,Ilejemeje,Ekiti,6.550532913,138,74
2018,Ilesa East,Osun,6.602491617,217,72
2018,Ilesa West,Osun,6.140290499,151,139
2018,Illela,Sokoto,2.510945368,755,82
2018,Ilorin East,Kwara,4.871798611,498,164
2018,Ilorin South,Kwara,4.952386856,264,71
2018,Ilorin West,Kwara,4.569874859,755,174
2018,Imeko Afon,Ogun,5.100573532,296,146
2018,Ingawa,Katsina,4.279134543,954,97
2018,Ini,Akwa Ibom,7.19870604,376,152
2018,Ipokia,Ogun,6.033279157,592,72
2018,Irele,Ondo,7.641807493,359,104
2018,Irepo,Oyo,3.516947368,198,185
2018,Irepodun,Kwara,5.811426799,574,197
2018,Irepodun,Osun,6.06182909,708,56
2018,Irepodun/Ifelodun,Ekiti,6.868130337,501,108
2018,Irewole,Osun,6.505273925,722,197
2018,Isa,Sokoto,3.195322312,932,136
2018,Ise/Orun,Ekiti,7.469365927,371,62
2018,Iseyin,Oyo,4.982855978,733,142
2018,Ishielu,Ebonyi,8.743500789,729,110
2018,Isi Uzo,Enugu,9.134951521,544,59
2018,Isiala Ngwa North,Abia,7.343698263,388,100
2018,Isiala Ngwa South,Abia,7.448945681,783,161
2018,Isiala Mbano,Imo,8.376903534,137,126
2018,Isin,Kwara,5.709187871,610,62
2018,Isuikwuato,Abia,8.276903357,219,145
2018,Isokan,Osun,6.595840079,814,58
2018,Isoko North,Delta,8.033173531,974,55
2018,Isoko South,Delta,7.723896742,388,195
2018,Isu,Imo,8.009032249,931,84
2018,Itas/Gadau,Bauchi,3.474907373,591,88
2018,Itesiwaju,Oyo,4.356629201,942,64
2018,Itu,Akwa Ibom,6.347733212,111,140
2018,Ivo,Ebonyi,8.245563865,725,197
2018,Iwajowa,Oyo,4.481429711,826,190
2018,Iwo,Osun,6.053247187,382,104
2018,Izzi,Ebonyi,8.251856083,273,55
2018,Jaba,Kaduna,6.0400002,938,139
2018,Jada,Adamawa,2.961476708,926,99
2018,Jahun,Jigawa,3.839370996,611,160
2018,Jakusko,Yobe,2.554303772,313,143
2018,Jalingo,Taraba,3.368369613,557,133
2018,Jama'are,Bauchi,3.51121066,274,50
2018,Jega,Kebbi,2.978993218,704,115
2018,Jema'a,Kaduna,6.053990324,970,134
2018,Jere,Borno,1.369443962,890,58
2018,Jibia,Katsina,3.778481861,518,174
2018,Jos East,Plateau,4.88623368,995,96
2018,Jos North,Plateau,5.039796305,381,54
2018,Jos South,Plateau,5.297596404,115,98
2018,Kabba/Bunu,Kogi,7.50796621,734,153
2018,Kabo,Kano,4.550420182,991,129
2018,Kachia,Kaduna,5.556183438,743,79
2018,Kaduna North,Kaduna,5.082542181,607,164
2018,Kaduna South,Kaduna,4.97905302,819,194
2018,Kafin Hausa,Jigawa,3.4687812,312,150
2018,Kafur,Katsina,4.553311738,726,80
2018,Kaga,Borno,1.695789107,673,195
2018,Kagarko,Kaduna,5.999327779,928,200
2018,Kaiama,Kwara,3.238592816,969,110
2018,Kaita,Katsina,3.630917373,664,200
2018,Kajola,Oyo,4.666439207,247,153
2018,Kajuru,Kaduna,5.113455064,327,117
2018,Kala/Balge,Borno,1.010852706,953,83
2018,Kalgo,Kebbi,2.733381772,767,60
2018,Kaltungo,Gombe,2.56027432,377,93
2018,Kanam,Plateau,4.214436863,683,123
2018,Kankara,Katsina,4.397128413,443,109
2018,Kanke,Plateau,4.901490815,765,64
2018,Kankia,Katsina,4.279742301,968,55
2018,Kano Municipal,Kano,4.462122083,130,70
2018,Karasuwa,Yobe,2.3966458,223,102
2018,Karaye,Kano,4.68550326,302,171
2018,Karim-Lamido,Taraba,3.676466219,171,95
2018,Karu,Nasarawa,6.647118251,381,55
2018,Katagum,Bauchi,3.204964791,721,97
2018,Katcha,Niger,5.637898163,895,96
2018,Katsina,Katsina,3.88993144,791,170
2018,Katsina Ala,Benue,6.91585647,389,62
2018,Kaugama,Jigawa,3.449758704,189,79
2018,Kaura,Kaduna,5.643888447,915,67
2018,Kaura Namoda,Zamfara,3.884723496,484,66
2018,Kauru,Kaduna,5.204859174,985,165
2018,Kazaure,Jigawa,4.248382785,987,126
2018,Keana,Nasarawa,7.339979074,727,88
2018,Kebbe,Sokoto,3.140074395,860,177
2018,Keffi,Nasarawa,6.843142668,240,101
2018,Khana,Rivers,5.642777443,359,192
2018,Kibiya,Kano,4.721581012,141,87
2018,Kirfi,Bauchi,3.220489953,241,197
2018,Kiri Kasama,Jigawa,3.060962812,870,165
2018,Kiru,Kano,4.795705676,228,64
2018,Kiyawa,Jigawa,3.871840028,656,143
2018,Kogi,Kogi,8.056600396,506,128
2018,Koko/Besse,Kebbi,2.8766983,767,97
2018,Kokona,Nasarawa,6.986511072,947,143
2018,Kolokuma/Opokuma,Bayelsa,7.204081795,926,89
2018,Konduga,Borno,1.399842733,537,190
2018,Konshisha,Benue,8.010638518,458,152
2018,Kontagora,Niger,3.760399605,919,88
2018,Kosofe,Lagos,6.956730604,770,94
2018,Kubau,Kaduna,4.751705467,159,111
2018,Kudan,Kaduna,4.618484735,851,85
2018,Kuje,Federal Capital Territory,7.284382334,405,112
2018,Kukawa,Borno,1.141263068,234,155
2018,Kumbotso,Kano,4.593297323,936,126
2018,Kunchi,Kano,4.442894848,575,198
2018,Kura,Kano,4.732495785,785,191
2018,Kurfi,Katsina,4.031060482,836,120
2018,Kurmi,Taraba,5.664506222,481,53
2018,Kusada,Katsina,4.36667268,805,136
2018,Kwali,Federal Capital Territory,6.980089467,319,197
2018,Kwami,Gombe,2.497324715,787,137
2018,Kwande,Benue,6.942325103,310,77
2018,Kware,Sokoto,2.897453229,646,76
2018,Kwaya Kusar,Borno,2.00497144,436,129
2018,Lafia,Nasarawa,6.742135862,816,196
2018,Lagelu,Oyo,6.10674533,357,157
2018,Lagos Island,Lagos,6.905490398,452,153
2018,Lagos Mainland,Lagos,6.547632217,480,184
2018,Lamurde,Adamawa,2.581441415,696,96
2018,Langtang North,Plateau,5.055954333,463,130
2018,Langtang South,Plateau,5.679678879,379,199
2018,Lapai,Niger,6.807372304,755,184
2018,Lau,Taraba,3.149120025,620,78
2018,Lavun,Niger,4.544309466,574,86
2018,Lere,Kaduna,4.883767134,390,182
2018,Logo,Benue,7.2601032,812,83
2018,Lokoja,Kogi,7.552028166,838,172
2018,Machina,Yobe,2.859875213,954,190
2018,Madagali,Adamawa,1.138305635,563,196
2018,Madobi,Kano,4.573632853,611,78
2018,Mafa,Borno,1.316627729,196,60
2018,Magama,Niger,3.331072881,182,196
2018,Magumeri,Borno,1.631536764,558,87
2018,Mai'adua,Katsina,3.809285855,951,79
2018,Maiduguri,Borno,1.429924528,576,62
2018,Maigatari,Jigawa,3.42793146,123,78
2018,Maiha,Adamawa,1.509985412,982,119
2018,Maiyama,Kebbi,2.887269759,333,168
2018,Makoda,Kano,4.253024737,284,59
2018,Makurdi,Benue,8.003488859,703,109
2018,Malam Madori,Jigawa,3.167054596,491,146
2018,Malumfashi,Katsina,4.506090577,935,55
2018,Mangu,Plateau,5.425242751,818,118
2018,Mani,Katsina,3.909055876,908,172
2018,Maradun,Zamfara,3.522565671,712,123
2018,Mariga,Niger,3.910797978,886,99
2018,Makarfi,Kaduna,4.778740009,108,118
2018,Marte,Borno,1.257345653,671,165
2018,Maru,Zamfara,4.028065678,843,193
2018,Mashegu,Niger,3.792853356,492,194
2018,Mashi,Katsina,3.718640783,477,149
2018,Matazu,Katsina,4.347418004,301,185
2018,Mayo Belwa,Adamawa,2.939603176,608,78
2018,Mbaitoli,Imo,8.136764118,933,67
2018,Mbo,Akwa Ibom,4.878410578,285,169
2018,Michika,Adamawa,1.187384493,453,95
2018,Miga,Jigawa,3.651668841,542,158
2018,Mikang,Plateau,5.373080883,520,164
2018,Minjibir,Kano,4.524743954,364,131
2018,Misau,Bauchi,3.089662422,392,56
2018,Mkpat Enin,Akwa Ibom,5.534884086,311,186
2018,Moba,Ekiti,6.131611268,153,137
2018,Mobbar,Borno,1.433467753,353,115
2018,Mokwa,Niger,4.707708005,107,184
2018,Monguno,Borno,1.248580489,321,59
2018,Mopa Muro,Kogi,7.088987075,386,158
2018,Moro,Kwara,4.225830473,788,88
2018,Mubi North,Adamawa,1.174045225,130,74
2018,Mubi South,Adamawa,1.370022286,126,110
2018,Musawa,Katsina,4.40408032,595,110
2018,Mushin,Lagos,6.890846252,911,141
2018,Muya,Niger,5.371931117,228,196
2018,Nafada,Gombe,2.387863305,152,112
2018,Nangere,Yobe,2.568745425,226,70
2018,Nasarawa,Kano,4.16374445,133,127
2018,Nasarawa,Nasarawa,7.845737543,123,168
2018,Nasarawa Eggon,Nasarawa,6.841158712,825,133
2018,Ndokwa East,Delta,8.389454212,441,186
2018,Ndokwa West,Delta,8.441206856,158,185
2018,Nembe,Bayelsa,5.665918215,878,101
2018,Ngala,Borno,1.122311531,518,84
2018,Nganzai,Borno,1.406255243,573,159
2018,Ngaski,Kebbi,3.166563264,829,186
2018,Ngor Okpala,Imo,7.54810423,936,132
2018,Nguru,Yobe,2.726675786,369,88
2018,Ningi,Bauchi,4.253220596,772,112
2018,Njaba,Imo,8.297542095,736,58
2018,Njikoka,Anambra,8.947265148,819,98
2018,Nkanu East,Enugu,8.775662899,635,181
2018,Nkanu West,Enugu,8.951805221,416,103
2018,Nkwerre,Imo,8.677671432,390,118
2018,Nnewi North,Anambra,9.14871343,413,54
2018,Nnewi South,Anambra,8.867507362,552,79
2018,Nsit Atai,Akwa Ibom,5.563786626,599,149
2018,Nsit Ibom,Akwa Ibom,5.735857328,370,145
2018,Nsit Ubium,Akwa Ibom,5.353346552,570,99
2018,Nsukka,Enugu,9.267850285,676,58
2018,Numan,Adamawa,2.56684406,895,55
2018,Nwangele,Imo,8.092539072,312,89
2018,Obafemi Owode,Ogun,6.560814361,210,66
2018,Obanliku,Cross River,6.843424511,914,120
2018,Obi,Benue,8.531625916,213,191
2018,Obi,Nasarawa,7.167819803,862,60
2018,Obi Ngwa,Abia,6.977793,360,197
2018,Obio-Akpor,Rivers,6.470023155,836,122
2018,Obokun,Osun,6.108617395,561,184
2018,Obot Akara,Akwa Ibom,6.756643401,222,102
2018,Obowo,Imo,7.739611864,427,121
2018,Obubra,Cross River,7.577222322,994,92
2018,Obudu,Cross River,7.317189301,466,97
2018,Odeda,Ogun,6.15545557,248,71
2018,Odigbo,Ondo,7.451616026,655,145
2018,Odo-Otin,Osun,5.526093551,611,58
2018,Odogbolu,Ogun,6.947238636,871,160
2018,Odukpani,Cross River,6.183647881,203,119
2018,Offa,Kwara,5.631977558,209,176
2018,Ofu,Kogi,9.211298091,910,74
2018,Ogba/Egbema/Ndoni,Rivers,7.809525859,517,141
2018,Ogbadibo,Benue,9.284814501,719,133
2018,Ogbaru,Anambra,8.683600783,576,177
2018,Ogbia,Bayelsa,6.18642276,620,162
2018,Ogbomosho North,Oyo,5.732098103,430,129
2018,Ogbomosho South,Oyo,4.865372658,897,138
2018,Ogo Oluwa,Oyo,5.359773159,137,104
2018,Ogoja,Cross River,7.690990586,322,166
2018,Ogori/Magongo,Kogi,8.378948847,855,143
2018,Ogu-Bolo,Rivers,5.544376493,462,110
2018,Ogun Waterside,Ogun,7.31169824,711,169
2018,Oguta,Imo,8.304318465,790,147
2018,Ohafia,Abia,7.547288198,197,136
2018,Ohaji/Egbema,Imo,7.838442343,187,131
2018,Ohaozara,Ebonyi,8.385890563,398,68
2018,Ohaukwu,Ebonyi,8.69363451,751,94
2018,Ohimini,Benue,8.933645344,939,65
2018,Oji River,Enugu,9.002006017,979,106
2018,Ojo,Lagos,6.525687933,517,109
2018,Oju,Benue,8.315790391,365,175
2018,Oke Ero,Kwara,6.146574974,137,183
2018,Okehi,Kogi,8.400481701,482,161
2018,Okene,Kogi,8.749375979,972,166
2018,Okigwe,Imo,8.486970901,112,50
2018,Okitipupa,Ondo,7.409442036,174,185
2018,Okobo,Akwa Ibom,5.331261476,785,194
2018,Okpe,Delta,7.856756771,896,81
2018,Okpokwu,Benue,9.005603021,544,121
2018,Okrika,Rivers,5.907029867,539,163
2018,Ola-Oluwa,Osun,5.780827912,193,129
2018,Olamaboro,Kogi,9.249470094,753,65
2018,Olorunda,Osun,5.640392542,129,61
2018,Olorunsogo,Oyo,3.843435226,972,144
2018,Oluyole,Oyo,6.443168521,611,169
2018,Omala,Kogi,8.628475621,846,162
2018,Omuma,Rivers,6.785311103,578,137
2018,Ona-Ara,Oyo,6.394255378,458,183
2018,Ondo East,Ondo,7.190627992,786,149
2018,Ondo West,Ondo,7.240035236,849,82
2018,Onicha,Ebonyi,8.466856993,408,125
2018,Onitsha North,Anambra,9.037651062,546,125
2018,Onitsha South,Anambra,9.145094633,237,191
2018,Onna,Akwa Ibom,5.125932789,581,99
2018,Opobo-Nkoro,Rivers,5.012850444,280,109
2018,Oredo,Edo,7.953954279,472,104
2018,Orelope,Oyo,3.600033847,249,200
2018,Orhionmwon,Edo,8.514102688,762,52
2018,Ori Ire,Oyo,4.669678019,211,159
2018,Oriade,Osun,6.742036956,689,140
2018,Orlu,Imo,8.528095818,763,180
2018,Orolu,Osun,5.525719643,921,50
2018,Oron,Akwa Ibom,5.338285923,986,94
2018,Orsu,Imo,8.426275253,410,76
2018,Oru East,Imo,8.387929201,558,57
2018,Oru West,Imo,8.692188978,204,70
2018,Oruk Anam,Akwa Ibom,5.903595179,531,116
2018,Orumba North,Anambra,8.930827054,158,194
2018,Orumba South,Anambra,8.912759236,562,140
2018,Ose,Ondo,8.247394904,684,157
2018,Oshimili North,Delta,9.075878203,870,121
2018,Oshimili South,Delta,9.138757992,239,99
2018,Oshodi-Isolo,Lagos,6.678803444,831,125
2018,Osisioma,Abia,6.990848621,695,92
2018,Osogbo,Osun,5.828508695,819,167
2018,Otukpo,Benue,8.696896813,322,95
2018,Ovia North-East,Edo,8.14801309,572,82
2018,Ovia South-West,Edo,7.830234077,973,97
2018,Owan East,Edo,8.756398643,127,126
2018,Owan West,Edo,8.538297043,674,173
2018,Owerri Municipal,Imo,7.61900425,223,91
2018,Owerri North,Imo,7.765211701,238,193
2018,Owerri West,Imo,7.877027094,718,79
2018,Owo,Ondo,8.009219514,941,103
2018,Oye,Ekiti,6.748058001,472,194
2018,Oyi,Anambra,9.204843521,592,94
2018,Oyigbo,Rivers,6.122374773,252,76
2018,Oyo East,Oyo,5.707304261,849,59
2018,Oyo West,Oyo,5.097036337,881,191
2018,Oyun,Kwara,5.469672097,516,85
2018,Paikoro,Niger,5.657932215,788,96
2018,Pankshin,Plateau,5.25200838,161,117
2018,Patani,Delta,6.971827507,413,162
2018,Pategi,Kwara,6.030753247,960,97
2018,Port Harcourt,Rivers,6.271073182,329,53
2018,Potiskum,Yobe,2.386822217,418,189
2018,Qua'an Pan,Plateau,6.202051723,375,166
2018,Rabah,Sokoto,3.196998648,372,196
2018,Rafi,Niger,4.499215642,617,75
2018,Rano,Kano,4.628181906,434,170
2018,Remo North,Ogun,6.747134822,476,184
2018,Rijau,Niger,3.449269418,576,128
2018,Rimi,Katsina,3.885697585,286,156
2018,Rimin Gado,Kano,4.826202035,537,96
2018,Ringim,Jigawa,4.17158502,282,92
2018,Riyom,Plateau,5.486079198,946,172
2018,Rogo,Kano,4.685249219,446,189
2018,Roni,Jigawa,4.391507255,888,185
2018,Sabon Gari,Kaduna,4.617252946,626,171
2018,Sabon Birni,Sokoto,2.877846373,959,190
2018,Sabuwa,Katsina,4.514873546,927,118
2018,Safana,Katsina,4.086796215,306,182
2018,Sagbama,Bayelsa,7.108903885,741,125
2018,Sakaba,Kebbi,3.759830442,665,140
2018,Saki East,Oyo,3.777948354,768,172
2018,Saki West,Oyo,3.488129262,793,193
2018,Sandamu,Katsina,4.090426339,292,143
2018,Sanga,Kaduna,6.111210328,482,190
2018,Sapele,Delta,7.746666948,792,135
2018,Sardauna,Taraba,5.057800533,885,91
2018,Shagamu,Ogun,6.908809161,350,198
2018,Shagari,Sokoto,3.247113466,661,168
2018,Shanga,Kebbi,3.056523134,396,95
2018,Shani,Borno,1.973766173,570,151
2018,Shanono,Kano,4.479331207,536,95
2018,Shelleng,Adamawa,2.054110579,995,158
2018,Shendam,Plateau,5.854516092,239,98
2018,Shinkafi,Zamfara,3.399961506,398,199
2018,Shira,Bauchi,3.60948525,949,159
2018,Shiroro,Niger,4.864749647,820,132
2018,Shomgom,Gombe,2.826755231,642,98
2018,Somolu,Lagos,6.855054617,699,71
2018,Silame,Sokoto,2.906271925,342,52
2018,Soba,Kaduna,4.852027788,104,57
2018,Sokoto North,Sokoto,2.715341449,871,80
2018,Sokoto South,Sokoto,2.930204153,830,98
2018,Song,Adamawa,1.75327004,907,139
2018,Southern Ijaw,Bayelsa,5.786058355,388,85
2018,Sule Tankarkar,Jigawa,3.807506732,741,74
2018,Suleja,Niger,6.244963566,833,164
2018,Sumaila,Kano,4.524544398,128,175
2018,Suru,Kebbi,2.747578758,884,199
2018,Surulere,Lagos,6.655704737,684,131
2018,Surulere,Oyo,5.331922349,232,104
2018,Tafa,Niger,6.214212349,787,126
2018,Tafawa Balewa,Bauchi,4.457543709,493,170
2018,Tai,Rivers,6.023737748,841,192
2018,Takai,Kano,4.2463176,121,152
2018,Takum,Taraba,6.463942924,876,96
2018,Talata Mafara,Zamfara,3.718441177,463,150
2018,Tambuwal,Sokoto,3.065743321,979,150
2018,Tangaza,Sokoto,2.573002398,637,109
2018,Tarauni,Kano,4.817216873,326,162
2018,Tarka,Benue,7.711403877,882,114
2018,Tarmuwa,Yobe,1.924720297,591,189
2018,Taura,Jigawa,3.803615895,368,103
2018,Tofa,Kano,4.681309938,962,86
2018,Toro,Bauchi,4.368666127,224,119
2018,Toto,Nasarawa,7.97547,825,158
2018,Toungo,Adamawa,4.084420725,165,180
2018,Tsafe,Zamfara,4.21822243,604,115
2018,Tsanyawa,Kano,4.503866196,491,115
2018,Tudun Wada,Kano,4.660734306,600,94
2018,Tureta,Sokoto,3.382635274,832,124
2018,Udenu,Enugu,9.266727829,892,92
2018,Udi,Enugu,9.15893456,479,147
2018,Udu,Delta,7.378133106,661,144
2018,Udung Uko,Akwa Ibom,5.259674788,206,74
2018,Ughelli North,Delta,7.907426742,857,89
2018,Ughelli South,Delta,7.374379953,393,168
2018,Ugwunagbo,Abia,6.701706314,747,143
2018,Uhunmwonde,Edo,8.688431388,457,72
2018,Ukanafun,Akwa Ibom,6.037874877,929,114
2018,Ukum,Benue,6.75573109,853,74
2018,Ukwa East,Abia,6.253765392,593,137
2018,Ukwa West,Abia,6.612041378,443,187
2018,Ukwuani,Delta,8.428544601,935,89
2018,Umu Nneochi,Abia,8.565961293,193,129
2018,Umuahia North,Abia,7.825254381,692,127
2018,Umuahia South,Abia,7.638712406,164,152
2018,Ungogo,Kano,4.456126273,697,109
2018,Onuimo,Imo,8.282474756,428,97
2018,Uruan,Akwa Ibom,5.878454252,569,140
2018,Urue Offong/Oruko,Akwa Ibom,4.863297621,925,123
2018,Ushongo,Benue,7.575200166,228,97
2018,Ussa,Taraba,6.413494607,708,183
2018,Uvwie,Delta,7.892364216,133,197
2018,Uyo,Akwa Ibom,5.924892235,747,116
2018,Uzo Uwani,Enugu,9.547965411,117,159
2018,Vandeikya,Benue,7.56317234,305,51
2018,Wamako,Sokoto,2.872857764,306,124
2018,Wamba,Nasarawa,6.318267869,662,137
2018,Warawa,Kano,4.434775392,549,92
2018,Warji,Bauchi,3.691246564,391,53
2018,Warri North,Delta,7.506699742,962,82
2018,Warri South,Delta,7.495379591,975,168
2018,Warri South West,Delta,7.30405939,566,106
2018,Wasagu/Danko,Kebbi,3.731690142,447,194
2018,Wase,Plateau,4.58578351,200,50
2018,Wudil,Kano,4.474314323,624,110
2018,Wukari,Taraba,6.300579932,153,82
2018,Wurno,Sokoto,2.839512522,617,139
2018,Wushishi,Niger,4.657905996,345,127
2018,Yabo,Sokoto,2.916108113,370,183
2018,Yagba East,Kogi,6.739570737,154,84
2018,Yagba West,Kogi,6.217297225,981,131
2018,Yakuur,Cross River,7.48909982,222,199
2018,Yala,Cross River,7.98067118,810,99
2018,Yamaltu/Deba,Gombe,2.27992628,152,155
2018,Yankwashi,Jigawa,4.057482501,618,79
2018,Yauri,Kebbi,3.227897882,247,99
2018,Yenagoa,Bayelsa,7.01724586,191,90
2018,Yola North,Adamawa,2.243802547,976,107
2018,Yola South,Adamawa,2.323043697,579,170
2018,Yorro,Taraba,3.323642818,417,176
2018,Yunusari,Yobe,1.738194639,777,174
2018,Yusufari,Yobe,2.213958701,154,51
2018,Zaki,Bauchi,3.037395691,987,167
2018,Zango,Katsina,3.833645791,315,58
2018,Zangon Kataf,Kaduna,5.522438642,156,65
2018,Zaria,Kaduna,4.803314979,975,160
2018,Zing,Taraba,3.116604162,739,182
2018,Zurmi,Zamfara,3.672609413,679,61
2018,Zuru,Kebbi,3.635914716,971,195
2019,Aba North,Abia,7.467207909,708,126
2019,Aba South,Abia,6.531375885,546,199
2019,Abadam,Borno,1.090195713,488,69
2019,Abaji,Federal Capital Territory,6.704581001,122,119
2019,Abak,Akwa Ibom,6.29580634,415,197
2019,Abakaliki,Ebonyi,8.132271022,197,76
2019,Abeokuta North,Ogun,6.086199512,862,97
2019,Abeokuta South,Ogun,5.658722878,201,62
2019,Abi,Cross River,7.739870177,543,149
2019,Aboh Mbaise,Imo,7.880961259,163,85
2019,Abua/Odual,Rivers,6.663454731,955,117
2019,Abuja Municipal,Federal Capital Territory,6.684201436,863,191
2019,Adavi,Kogi,8.472391148,470,123
2019,Ado,Benue,8.697563783,713,145
2019,Ado-Odo/Ota,Ogun,6.38615099,799,51
2019,Ado Ekiti,Ekiti,6.99823606,222,50
2019,Afijio,Oyo,5.588961601,326,173
2019,Afikpo North,Ebonyi,7.849019187,897,139
2019,Afikpo South,Ebonyi,8.002220704,792,111
2019,Agaie,Niger,6.160025966,250,138
2019,Agatu,Benue,8.363973513,246,94
2019,Agege,Lagos,6.398217837,536,75
2019,Aguata,Anambra,8.729292552,383,131
2019,Agwara,Niger,3.059967917,896,176
2019,Ahiazu Mbaise,Imo,8.053091168,163,104
2019,Ahoada East,Rivers,7.066061497,243,116
2019,Ahoada West,Rivers,7.077919517,454,117
2019,Ayedaade,Osun,6.66178297,709,149
2019,Ayedire,Osun,6.082118702,317,70
2019,Gbonyin,Ekiti,7.539331266,757,162
2019,Ajaokuta,Kogi,8.773553796,702,59
2019,Ajeromi-Ifelodun,Lagos,6.440822601,254,168
2019,Ajingi,Kano,4.255529712,401,168
2019,Akamkpa,Cross River,6.182018353,481,184
2019,Akinyele,Oyo,5.875226389,758,178
2019,Akko,Gombe,2.74307466,303,129
2019,Akoko Edo,Edo,8.549490972,288,55
2019,Akoko North-East,Ondo,8.029066649,864,93
2019,Akoko North-West,Ondo,7.785046029,596,155
2019,Akoko South-East,Ondo,8.183717966,851,178
2019,Akoko South-West,Ondo,7.900044739,909,127
2019,Akpabuyo,Cross River,5.05863884,815,53
2019,Akuku-Toru,Rivers,5.705469283,691,92
2019,Akure North,Ondo,7.579707394,900,74
2019,Akure South,Ondo,7.364371347,901,170
2019,Akwanga,Nasarawa,6.489549041,808,108
2019,Albasu,Kano,4.30501593,297,89
2019,Aleiro,Kebbi,2.976399302,623,162
2019,Alimosho,Lagos,6.569782393,669,54
2019,Alkaleri,Bauchi,3.52409331,402,187
2019,Amuwo-Odofin,Lagos,6.58678325,159,58
2019,Anambra East,Anambra,9.230232345,244,192
2019,Anambra West,Anambra,9.193951574,923,174
2019,Anaocha,Anambra,8.913101514,904,185
2019,Andoni,Rivers,5.291567516,499,93
2019,Aninri,Enugu,8.49762241,547,98
2019,Aniocha North,Delta,9.11007561,617,157
2019,Aniocha South,Delta,8.955011072,536,104
2019,Anka,Zamfara,3.779902381,865,74
2019,Ankpa,Kogi,8.886468728,915,132
2019,Apa,Benue,8.522579877,853,114
2019,Apapa,Lagos,6.55587101,884,77
2019,Ardo Kola,Taraba,3.798277909,968,141
2019,Arewa,Kebbi,2.646435066,473,85
2019,Argungu,Kebbi,2.88397267,721,160
2019,Arochukwu,Abia,7.457932196,771,184
2019,Asa,Kwara,4.765219722,386,107
2019,Asari-Toru,Rivers,6.366983652,994,122
2019,Askira/Uba,Borno,1.250728602,918,119
2019,Atakumosa East,Osun,6.784839884,429,182
2019,Atakumosa West,Osun,6.380614916,914,182
2019,Atiba,Oyo,4.702484981,101,78
2019,Atigbo,Oyo,3.923669127,519,70
2019,Augie,Kebbi,2.76995477,651,185
2019,Auyo,Jigawa,3.444598079,540,76
2019,Awe,Nasarawa,6.739845341,946,108
2019,Awgu,Enugu,8.819859886,248,101
2019,Awka North,Anambra,9.26738286,810,116
2019,Awka South,Anambra,9.183239746,593,174
2019,Ayamelum,Anambra,9.346962611,266,88
2019,Babura,Jigawa,4.010741185,161,174
2019,Badagry,Lagos,6.25073532,790,67
2019,Bade,Yobe,2.426034119,166,103
2019,Bagudo,Kebbi,2.668938628,357,125
2019,Bagwai,Kano,4.434510946,171,80
2019,Bakassi,Cross River,4.713475227,873,135
2019,Bakori,Katsina,4.597231794,381,182
2019,Bakura,Zamfara,3.448372168,469,80
2019,Balanga,Gombe,2.344708054,439,188
2019,Bali,Taraba,4.680790167,538,179
2019,Bama,Borno,1.106937892,144,143
2019,Barkin Ladi,Plateau,5.298412106,881,104
2019,Baruten,Kwara,2.873975189,817,94
2019,Bassa,Kogi,8.572322066,659,181
2019,Bassa,Plateau,4.955516617,452,67
2019,Batagarawa,Katsina,3.946472156,889,152
2019,Batsari,Katsina,3.852258833,674,121
2019,Bauchi,Bauchi,3.89248376,213,61
2019,Baure,Katsina,3.952556656,195,171
2019,Bayo,Borno,2.034152038,940,55
2019,Bebeji,Kano,4.74488461,593,197
2019,Bekwarra,Cross River,7.584616878,267,195
2019,Bende,Abia,7.894277477,739,105
2019,Biase,Cross River,7.119410551,175,181
2019,Bichi,Kano,4.503486592,506,191
2019,Bida,Niger,5.619697571,884,69
2019,Billiri,Gombe,2.787057996,319,169
2019,Bindawa,Katsina,4.057864865,164,63
2019,Binji,Sokoto,2.653316966,876,124
2019,Biriniwa,Jigawa,3.08371205,822,149
2019,Birnin Kudu,Jigawa,4.042424825,742,83
2019,Birnin Gwari,Kaduna,4.396212415,153,195
2019,Birnin Kebbi,Kebbi,2.843577691,882,100
2019,Birnin Magaji,Zamfara,3.967425091,724,139
2019,Biu,Borno,1.680871425,676,128
2019,Bodinga,Sokoto,3.12726709,159,68
2019,Bogoro,Bauchi,4.656742632,960,174
2019,Boki,Cross River,6.997375823,681,196
2019,Bokkos,Plateau,5.829405895,605,65
2019,Boluwaduro,Osun,5.918946822,692,73
2019,Bomadi,Delta,7.137769858,575,150
2019,Bonny,Rivers,5.45903304,401,128
2019,Borgu,Niger,2.843708627,371,171
2019,Boripe,Osun,6.166700649,183,179
2019,Bosso,Niger,5.132563445,784,69
2019,Brass,Bayelsa,5.159658415,546,89
2019,Buji,Jigawa,3.722465924,497,64
2019,Bukkuyum,Zamfara,3.58148209,160,180
2019,Bungudu,Zamfara,3.933380427,252,181
2019,Bunkure,Kano,4.597452726,111,183
2019,Bunza,Kebbi,2.686833184,634,180
2019,Bursari,Yobe,2.045734055,210,170
2019,Buruku,Benue,7.398884196,774,172
2019,Burutu,Delta,6.783877921,216,142
2019,Bwari,Federal Capital Territory,6.323495065,965,131
2019,Calabar Municipal,Cross River,5.548807335,879,171
2019,Calabar South,Cross River,5.318941434,921,193
2019,Chanchaga,Niger,5.371976376,637,97
2019,Charanchi,Katsina,4.165784471,106,148
2019,Chibok,Borno,1.380067184,151,138
2019,Chikun,Kaduna,4.901361073,938,64
